ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
218706_s_at	1	0.02408808	2.446915	-4.31	0.9006412	GRAMD3	GRAM domain containing 3
214743_at	1	0.02413549	-2.44598	-4.31	-0.4456956	CUX1	cut like homeobox 1
214907_at	1	0.02418129	2.445079	-4.31	0.4403645	CEACAM21	carcinoembryonic antigen related cell adhesion molecule 21
213567_at	1	0.02425188	-2.443693	-4.31	-0.3917121	KPNA4	karyopherin subunit alpha 4
211101_x_at	1	0.02426211	-2.443492	-4.31	-1.2652788	LILRA2	leukocyte immunoglobulin like receptor A2
202058_s_at	1	0.02429253	-2.442897	-4.31	-0.3789061	KPNA1	karyopherin subunit alpha 1
210845_s_at	1	0.0244283	-2.440246	-4.31	-0.8039972	PLAUR	plasminogen activator, urokinase receptor
206883_x_at	1	0.02447291	-2.439378	-4.31	-1.1620736	GP9	glycoprotein IX platelet
205243_at	1	0.02456351	-2.437619	-4.31	-1.2570947	SLC13A3	solute carrier family 13 member 3
217724_at	1	0.02465323	2.435884	-4.31	0.4283148	SERBP1	SERPINE1 mRNA binding protein 1
209325_s_at	1	0.02472922	-2.434419	-4.31	-0.8367267	RGS16	regulator of G-protein signaling 16
204534_at	1	0.02476417	-2.433746	-4.31	-0.8908419	SEBOX///VTN	SEBOX homeobox///vitronectin
207661_s_at	1	0.02482184	2.432639	-4.31	0.8971113	SH3PXD2A	SH3 and PX domains 2A
216458_at	1	0.02491536	2.430847	-4.31	1.1166797	PQLC3	PQ loop repeat containing 3
220651_s_at	1	0.02498039	2.429606	-4.31	1.2759711	MCM10	minichromosome maintenance 10 replication initiation factor
202869_at	1	0.02506369	2.428019	-4.31	1.2774695	OAS1	2'-5'-oligoadenylate synthetase 1
211132_at	1	0.02517313	-2.425943	-4.31	-1.2395489	INTS3	integrator complex subunit 3
203324_s_at	1	0.02557071	-2.418469	-4.32	-2.1677038	CAV2	caveolin 2
214940_s_at	1	0.02558303	-2.418239	-4.32	-0.6995687	SMG6	SMG6, nonsense mediated mRNA decay factor
217002_s_at	1	0.02569053	-2.416238	-4.32	-0.9895807	HTR3A	5-hydroxytryptamine receptor 3A
201027_s_at	1	0.02576499	2.414856	-4.32	0.4873582	EIF5B	eukaryotic translation initiation factor 5B
212542_s_at	1	0.02580471	2.414121	-4.32	0.4942107	PHIP	pleckstrin homology domain interacting protein
208646_at	1	0.02589146	-2.412518	-4.32	-0.7268628		
216198_at	1	0.02593379	2.411738	-4.32	0.9944581		
208983_s_at	1	0.02597274	-2.411021	-4.32	-1.3979291	PECAM1	platelet and endothelial cell adhesion molecule 1
213098_at	1	0.02613058	2.408126	-4.32	1.1693834	CNOT9	CCR4-NOT transcription complex subunit 9
217037_at	1	0.02620628	-2.406744	-4.32	-1.4543606	SLC1A2	solute carrier family 1 member 2
213032_at	1	0.02626459	-2.405681	-4.32	-1.2972969	NFIB	nuclear factor I B
209209_s_at	1	0.02639802	2.403259	-4.32	0.9967396	FERMT2	fermitin family member 2
218007_s_at	1	0.02648412	2.401701	-4.32	0.3521588	RPS27L	ribosomal protein S27 like
210870_s_at	1	0.02653085	-2.400858	-4.32	-0.6810911	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)
206207_at	1	0.02669932	-2.397829	-4.32	-1.1816121	CLC	Charcot-Leyden crystal galectin
221819_at	1	0.02687834	2.39463	-4.32	0.3773503	RAB35	RAB35, member RAS oncogene family
213616_at	1	0.02688033	-2.394594	-4.32	-0.6721669	TPGS2	tubulin polyglutamylase complex subunit 2
203882_at	1	0.02689214	2.394384	-4.32	0.4213192	IRF9	interferon regulatory factor 9
216917_s_at	1	0.02694649	2.393417	-4.32	1.0923407	SYCP1	synaptonemal complex protein 1
217678_at	1	0.027177	2.389337	-4.32	1.2968439	SLC7A11	solute carrier family 7 member 11
211331_x_at	1	0.02739086	2.38558	-4.32	0.9019569	HFE	hemochromatosis
207651_at	1	0.02751839	2.383352	-4.32	0.631371	GPR171	G protein-coupled receptor 171
201802_at	1	0.02760238	2.381891	-4.32	0.8460215	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)
201242_s_at	1	0.02760984	-2.381761	-4.32	-0.672656	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
204340_at	1	0.02763249	2.381368	-4.32	0.5969908	TMEM187	transmembrane protein 187
213803_at	1	0.02767815	2.380575	-4.32	0.3698473	KPNB1	karyopherin subunit beta 1
202523_s_at	1	0.02768947	2.380379	-4.32	0.3589238	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2
213617_s_at	1	0.02774226	-2.379465	-4.32	-0.3628908	TPGS2	tubulin polyglutamylase complex subunit 2
217552_x_at	1	0.02782495	2.378037	-4.32	1.2388724	CR1	complement component 3b/4b receptor 1 (Knops blood group)
203894_at	1	0.0281285	2.372827	-4.33	0.9554381	TUBG2	tubulin gamma 2
200937_s_at	1	0.02828183	-2.370215	-4.33	-0.3422531	RPL5///SNORD21	ribosomal protein L5///small nucleolar RNA, C/D box 21
207328_at	1	0.02833591	2.369297	-4.33	0.8376571	ALOX15	arachidonate 15-lipoxygenase
203371_s_at	1	0.02838657	2.368439	-4.33	0.3731511	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3
216239_at	1	0.02843872	-2.367556	-4.33	-1.209485	BBS9	Bardet-Biedl syndrome 9
202125_s_at	1	0.02851453	2.366276	-4.33	0.3337349	TRAK2	trafficking kinesin protein 2
213729_at	1	0.02854534	2.365757	-4.33	0.3806663	PRPF40A	pre-mRNA processing factor 40 homolog A
205609_at	1	0.02857284	-2.365294	-4.33	-0.8351599	ANGPT1	angiopoietin 1
201731_s_at	1	0.02861945	2.36451	-4.33	0.4187748	TPR	translocated promoter region, nuclear basket protein
208215_x_at	1	0.02862575	-2.364404	-4.33	-0.665085	DRD4	dopamine receptor D4
220042_x_at	1	0.02903582	2.35756	-4.33	0.8506682	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3
204196_x_at	1	0.02903637	-2.357551	-4.33	-0.5761766	PKNOX1	PBX/knotted 1 homeobox 1
205615_at	1	0.02907522	2.356907	-4.33	1.2511459	CPA1	carboxypeptidase A1
203189_s_at	1	0.02916623	2.355402	-4.33	0.3879705	MIR7113///MIR4691///NDUFS8	microRNA 7113///microRNA 4691///NADH:ubiquinone oxidoreductase core subunit S8
AFFX-r2-Bs-dap-5_at	1	0.02921048	-2.354672	-4.33	-0.8222065		
219434_at	1	0.02933086	-2.352691	-4.33	-0.8110196	TREM1	triggering receptor expressed on myeloid cells 1
212714_at	1	0.02936239	2.352173	-4.33	0.4917581	LARP4	La ribonucleoprotein domain family member 4
222225_at	1	0.02943405	2.350999	-4.33	0.9223993	RPL23AP53	ribosomal protein L23a pseudogene 53
208630_at	1	0.02943671	-2.350955	-4.33	-0.5252093	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit
218941_at	1	0.02949214	2.350048	-4.33	0.4090777	FBXW2	F-box and WD repeat domain containing 2
219630_at	1	0.02954998	-2.349104	-4.33	-1.6071391	PDZK1IP1	PDZK1 interacting protein 1
201762_s_at	1	0.02967816	2.347017	-4.33	0.4492863	MIR7703///PSME2	microRNA 7703///proteasome activator subunit 2
202112_at	1	0.02979998	-2.345041	-4.33	-0.4812032	VWF	von Willebrand factor
203747_at	1	0.02981564	2.344788	-4.33	0.3711468	AQP3	aquaporin 3 (Gill blood group)
203396_at	1	0.02993339	2.342887	-4.33	0.4500482	PSMA4	proteasome subunit alpha 4
205692_s_at	1	0.02999959	2.34182	-4.33	1.0924259	CD38	CD38 molecule
206414_s_at	1	0.03003518	-2.341248	-4.33	-1.4750714	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
218392_x_at	1	0.03003881	2.34119	-4.33	0.4377716	SFXN1	sideroflexin 1
217764_s_at	1	0.03006291	-2.340803	-4.33	-1.0371088	RAB31	RAB31, member RAS oncogene family
207694_at	1	0.03006385	-2.340788	-4.33	-0.9975131	POU3F4	POU class 3 homeobox 4
202759_s_at	1	0.0301556	2.339317	-4.33	0.2846256	PALM2-AKAP2///AKAP2	PALM2-AKAP2 readthrough///A-kinase anchoring protein 2
207987_s_at	1	0.03017648	2.338983	-4.33	1.0234153	GNRH1	gonadotropin releasing hormone 1
216178_x_at	1	0.03019576	2.338674	-4.33	0.9433138	ITGB1	integrin subunit beta 1
205034_at	1	0.03028487	2.337251	-4.33	0.9241895	CCNE2	cyclin E2
214074_s_at	1	0.03053483	-2.333281	-4.34	-0.7542321	CTTN	cortactin
215721_at	1	0.03058001	-2.332566	-4.34	-1.1894386	LOC100293211///IGHG1	uncharacterized LOC100293211///immunoglobulin heavy constant gamma 1 (G1m marker)
201641_at	1	0.03059657	2.332305	-4.34	0.4744738	BST2	bone marrow stromal cell antigen 2
202086_at	1	0.03062114	2.331917	-4.34	1.4312668	MX1	MX dynamin like GTPase 1
207393_at	1	0.03067034	2.331141	-4.34	0.9615637	HCRTR2	hypocretin receptor 2
207116_s_at	1	0.03068953	-2.330838	-4.34	-0.9435228	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic
211226_at	1	0.03072778	2.330236	-4.34	1.1199345	GALR2	galanin receptor 2
219173_at	1	0.03104829	-2.325218	-4.34	-0.6135476	MYO15B	myosin XVB
221765_at	1	0.03110685	2.324306	-4.34	0.4349295	UGCG	UDP-glucose ceramide glucosyltransferase
217347_at	1	0.03117324	-2.323274	-4.34	-0.4614305		
217318_x_at	1	0.03123965	2.322244	-4.34	0.8796673	KIR2DS2///KIR2DS4///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
219539_at	1	0.0313942	2.319855	-4.34	1.0830496	GEMIN6	gem nuclear organelle associated protein 6
210582_s_at	1	0.03143635	2.319205	-4.34	0.4186024	LIMK2	LIM domain kinase 2
206777_s_at	1	0.0315615	-2.317281	-4.34	-1.0635219	CRYBB2P1///CRYBB2	crystallin beta B2 pseudogene 1///crystallin beta B2
204759_at	1	0.03182206	2.313297	-4.34	0.4501455	RCBTB2	RCC1 and BTB domain containing protein 2
203685_at	1	0.03182298	2.313283	-4.34	0.3689933	BCL2	BCL2, apoptosis regulator
216827_at	1	0.03184555	-2.312939	-4.34	-1.3032906		
210167_s_at	1	0.03195643	2.311254	-4.34	1.4065136	TEF	TEF, PAR bZIP transcription factor
215635_at	1	0.03200967	2.310447	-4.34	1.3746015		
203605_at	1	0.03217107	2.308007	-4.34	0.4186214	SRP54	signal recognition particle 54
202525_at	1	0.03223637	-2.307023	-4.34	-0.9484325	PRSS8	protease, serine 8
218236_s_at	1	0.0324643	-2.303604	-4.34	-0.2606161	PRKD3	protein kinase D3
219612_s_at	1	0.03272226	2.299761	-4.34	0.7978468	FGG	fibrinogen gamma chain
222132_s_at	1	0.03274042	2.299491	-4.34	0.4521477	AGK	acylglycerol kinase
210830_s_at	1	0.03275597	-2.29926	-4.34	-0.4596355	PON2	paraoxonase 2
206486_at	1	0.03279238	2.298721	-4.34	0.6695544	LAG3	lymphocyte activating 3
202751_at	1	0.03279514	2.29868	-4.34	0.4593431	TFIP11	tuftelin interacting protein 11
216533_at	1	0.03288646	2.297329	-4.34	1.4212082	PCCA	propionyl-CoA carboxylase alpha subunit
211776_s_at	1	0.0329441	-2.296478	-4.34	-0.7350196	EPB41L3	erythrocyte membrane protein band 4.1 like 3
218397_at	1	0.03304062	2.295056	-4.34	0.5411594	FANCL	Fanconi anemia complementation group L
201046_s_at	1	0.03306116	-2.294754	-4.34	-0.4051911	RAD23A	RAD23 homolog A, nucleotide excision repair protein
217013_at	1	0.03309028	-2.294326	-4.34	-0.9238605	AZGP1P1	alpha-2-glycoprotein 1, zinc-binding pseudogene 1
213352_at	1	0.03313467	-2.293674	-4.34	-0.4080029	TMCC1	transmembrane and coiled-coil domain family 1
210491_at	1	0.0333314	2.290795	-4.34	1.1135041		
208601_s_at	1	0.03342892	-2.289373	-4.35	-1.9455475	TUBB1	tubulin beta 1 class VI
205037_at	1	0.03346022	-2.288918	-4.35	-0.4027345	IFT27	intraflagellar transport 27
205642_at	1	0.0336407	2.2863	-4.35	0.2969524	CNTRL	centriolin
207181_s_at	1	0.0336491	2.286178	-4.35	0.3112889	CASP7	caspase 7
216544_at	1	0.03370621	2.285353	-4.35	0.9386101	LOC100652931///RBMY2FP	RNA binding motif protein, Y-linked, family 1, member A1 pseudogene///RNA binding motif protein, Y-linked, family 2, member F pseudogene
213663_s_at	1	0.03375918	2.284588	-4.35	1.0349953	FAM134B	family with sequence similarity 134 member B
217833_at	1	0.03382548	-2.283633	-4.35	-0.3037452	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
218778_x_at	1	0.0338494	-2.283289	-4.35	-1.1324462	EPS8L1	EPS8 like 1
214442_s_at	1	0.03388038	-2.282843	-4.35	-0.3827671	PIAS2	protein inhibitor of activated STAT 2
201138_s_at	1	0.03388584	2.282764	-4.35	0.291636	SSB	Sjogren syndrome antigen B
216255_s_at	1	0.03390445	-2.282497	-4.35	-0.9369818	GRM8	glutamate metabotropic receptor 8
214371_at	1	0.0339827	2.281374	-4.35	1.0438315	TSSK2	testis specific serine kinase 2
204781_s_at	1	0.03399128	2.281251	-4.35	0.4279232	FAS	Fas cell surface death receptor
205159_at	1	0.03403952	-2.28056	-4.35	-0.7827879	CSF2RB	colony stimulating factor 2 receptor beta common subunit
204107_at	1	0.03405898	-2.280282	-4.35	-0.4380232	NFYA	nuclear transcription factor Y subunit alpha
220799_at	1	0.03420031	-2.278263	-4.35	-0.7597546	GCM2	glial cells missing homolog 2
201759_at	1	0.03441175	2.275258	-4.35	0.6733825	TBCD	tubulin folding cofactor D
212147_at	1	0.0344443	2.274797	-4.35	1.413589	SMG5	SMG5, nonsense mediated mRNA decay factor
219009_at	1	0.03448329	-2.274246	-4.35	-0.5675992	C14orf93	chromosome 14 open reading frame 93
217719_at	1	0.03450006	-2.274008	-4.35	-0.3804832	EIF3L	eukaryotic translation initiation factor 3 subunit L
207815_at	1	0.03454361	-2.273393	-4.35	-2.0372651	PF4V1	platelet factor 4 variant 1
203870_at	1	0.03457612	2.272934	-4.35	0.6495303	USP46	ubiquitin specific peptidase 46
219069_at	1	0.0346819	-2.271444	-4.35	-0.2727698	ANKRD49	ankyrin repeat domain 49
205261_at	1	0.03468579	-2.271389	-4.35	-0.6786736	PGC	progastricsin
210987_x_at	1	0.0347894	-2.269933	-4.35	-0.3817775	TPM1	tropomyosin 1 (alpha)
219866_at	1	0.03492346	2.268056	-4.35	0.4933804	CLIC5	chloride intracellular channel 5
203358_s_at	1	0.03501264	2.266811	-4.35	0.3613814	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
202990_at	1	0.03506099	-2.266137	-4.35	-0.602097	PYGL	phosphorylase, glycogen, liver
212386_at	1	0.03523276	-2.263749	-4.35	-0.9151112	TCF4	transcription factor 4
212655_at	1	0.03544127	-2.260866	-4.35	-0.3311916	ZCCHC14	zinc finger CCHC-type containing 14
216876_s_at	1	0.03557475	-2.259028	-4.35	-1.3493706	IL17A	interleukin 17A
202293_at	1	0.03560582	-2.258601	-4.35	-0.4052233	STAG1	stromal antigen 1
210029_at	1	0.03561975	-2.25841	-4.35	-0.7782231	IDO1	indoleamine 2,3-dioxygenase 1
213189_at	1	0.03562755	2.258303	-4.35	0.3297398	MINA	MYC induced nuclear antigen
205867_at	1	0.03563593	2.258188	-4.35	1.3071222	PTPN11	protein tyrosine phosphatase, non-receptor type 11
203076_s_at	1	0.03567047	-2.257714	-4.35	-0.2958793	SMAD2	SMAD family member 2
201174_s_at	1	0.03572342	-2.256988	-4.35	-0.3252303	TERF2IP	TERF2 interacting protein
203582_s_at	1	0.03582094	-2.255655	-4.35	-0.3660563	SPHAR///RAB4A	S-phase response (cyclin related)///RAB4A, member RAS oncogene family
208594_x_at	1	0.03583906	-2.255407	-4.35	-0.5879325	LILRA6	leukocyte immunoglobulin like receptor A6
35671_at	1	0.03588005	2.254848	-4.35	0.5145632	GTF3C1	general transcription factor IIIC subunit 1
211623_s_at	1	0.03591164	-2.254418	-4.35	-0.4297006	FBL	fibrillarin
205392_s_at	1	0.03599435	-2.253292	-4.35	-1.1251484	CCL15-CCL14///CCL14	CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 14
219918_s_at	1	0.03601154	2.253058	-4.35	1.5785683	ASPM	abnormal spindle microtubule assembly
211026_s_at	1	0.03607917	-2.25214	-4.35	-0.4845127	MGLL	monoglyceride lipase
207200_at	1	0.03637904	2.248086	-4.35	0.708647	OTC	ornithine carbamoyltransferase
218360_at	1	0.03648925	-2.246604	-4.36	-0.3225565	RAB22A	RAB22A, member RAS oncogene family
210052_s_at	1	0.0366224	2.24482	-4.36	0.65429	TPX2	TPX2, microtubule nucleation factor
210815_s_at	1	0.03668201	2.244022	-4.36	0.4903395	CALCRL	calcitonin receptor like receptor
202104_s_at	1	0.03673207	2.243354	-4.36	0.3265382	LOC101930112///SPG7	uncharacterized LOC101930112///SPG7, paraplegin matrix AAA peptidase subunit
213812_s_at	1	0.03673867	2.243266	-4.36	0.352373	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2
216965_x_at	1	0.03678436	2.242656	-4.36	0.9775497	SPG20	spastic paraplegia 20 (Troyer syndrome)
221734_at	1	0.03687586	2.241438	-4.36	0.3092237	PRRC1	proline rich coiled-coil 1
213250_at	1	0.03697202	-2.240161	-4.36	-0.7930783	CCDC85B	coiled-coil domain containing 85B
205405_at	1	0.03702798	-2.239419	-4.36	-0.8296258	SEMA5A	semaphorin 5A
220454_s_at	1	0.03707418	-2.238807	-4.36	-1.072913	SEMA6A	semaphorin 6A
220815_at	1	0.03707547	-2.23879	-4.36	-0.5480828	CTNNA3	catenin alpha 3
218809_at	1	0.0371842	2.237353	-4.36	0.370186	PANK2	pantothenate kinase 2
210004_at	1	0.03726665	2.236266	-4.36	0.68295	OLR1	oxidized low density lipoprotein receptor 1
218100_s_at	1	0.03728812	-2.235984	-4.36	-0.2760305	IFT57	intraflagellar transport 57
222265_at	1	0.03728893	-2.235973	-4.36	-0.6561418	TNS4	tensin 4
216505_x_at	1	0.03733492	-2.235368	-4.36	-0.4084068		
215928_at	1	0.0373931	-2.234604	-4.36	-1.2912958		
217266_at	1	0.03746067	-2.233717	-4.36	-0.5483082	RPL15	ribosomal protein L15
204972_at	1	0.03747369	2.233547	-4.36	0.6730503	OAS2	2'-5'-oligoadenylate synthetase 2
202760_s_at	1	0.03759018	2.232022	-4.36	0.5914295	PALM2-AKAP2///AKAP2	PALM2-AKAP2 readthrough///A-kinase anchoring protein 2
220496_at	1	0.03764225	-2.231342	-4.36	-0.9532853	CLEC1B	C-type lectin domain family 1 member B
202016_at	1	0.03770252	-2.230556	-4.36	-0.3974456	MEST	mesoderm specific transcript
217555_at	1	0.03772959	-2.230204	-4.36	-0.8710897	SMC1A	structural maintenance of chromosomes 1A
208631_s_at	1	0.03778885	-2.229433	-4.36	-0.486433	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit
210611_s_at	1	0.03786297	2.22847	-4.36	1.9856696	DTNA	dystrobrevin alpha
201098_at	1	0.03802354	2.22639	-4.36	0.3720566	COPB2	coatomer protein complex subunit beta 2
217165_x_at	1	0.03812324	2.225102	-4.36	0.5296267	MT1F	metallothionein 1F
213783_at	1	0.03816142	2.22461	-4.36	0.6443993	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
207281_x_at	1	0.03821359	-2.223938	-4.36	-1.290407	VCX2	variable charge, X-linked 2
202151_s_at	1	0.03824314	-2.223558	-4.36	-0.4076295	UBAC1	UBA domain containing 1
206357_at	1	0.0382553	2.223401	-4.36	0.7585609	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)
220576_at	1	0.03827592	2.223136	-4.36	0.8306399	PGAP1	post-GPI attachment to proteins 1
207690_at	1	0.03834371	-2.222266	-4.36	-1.4745955	ALX3	ALX homeobox 3
214073_at	1	0.03839157	-2.221652	-4.36	-1.5054134	CTTN	cortactin
214985_at	1	0.03842349	2.221243	-4.36	1.1938989	EXT1	exostosin glycosyltransferase 1
205821_at	1	0.03844314	2.220991	-4.36	0.494055	KLRC4-KLRK1///KLRK1	KLRC4-KLRK1 readthrough///killer cell lectin like receptor K1
209572_s_at	1	0.03850682	2.220177	-4.36	0.3611384	EED	embryonic ectoderm development
208664_s_at	1	0.03868996	-2.217841	-4.36	-0.7807622	TTC3P1///TTC3	tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
217497_at	1	0.03894389	2.21462	-4.36	1.0081424	TYMP	thymidine phosphorylase
217216_x_at	1	0.03895232	-2.214513	-4.36	-0.3974677	MLH3	mutL homolog 3
217137_x_at	1	0.03901603	-2.213708	-4.36	-1.5184102		
218520_at	1	0.03904905	2.213291	-4.36	0.3191025	TBK1	TANK binding kinase 1
200788_s_at	1	0.03911316	-2.212483	-4.36	-0.2684636	PEA15	phosphoprotein enriched in astrocytes 15
216628_at	1	0.03918	-2.211641	-4.36	-0.7046074		
211947_s_at	1	0.03924083	2.210877	-4.36	1.4198243	PRRC2C	proline rich coiled-coil 2C
206361_at	1	0.03927029	-2.210507	-4.36	-0.7593592	PTGDR2	prostaglandin D2 receptor 2
215195_at	1	0.03934779	-2.209535	-4.36	-0.95433	PRKCA	protein kinase C alpha
220029_at	1	0.0393746	2.209199	-4.36	0.8197459	ELOVL2	ELOVL fatty acid elongase 2
204490_s_at	1	0.03942992	-2.208507	-4.36	-0.4275424	CD44	CD44 molecule (Indian blood group)
216609_at	1	0.03959199	2.206483	-4.36	0.9203257	TXN	thioredoxin
204026_s_at	1	0.03974331	2.204601	-4.36	0.5174315	ZWINT	ZW10 interacting kinetochore protein
203628_at	1	0.03984182	-2.203379	-4.37	-0.7070234	IGF1R	insulin like growth factor 1 receptor
210800_at	1	0.03995551	2.201973	-4.37	1.3139129	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
217559_at	1	0.03997298	-2.201757	-4.37	-0.5443493	RPL10L	ribosomal protein L10 like
219777_at	1	0.04001314	2.201261	-4.37	0.5353927	GIMAP6	GTPase, IMAP family member 6
200885_at	1	0.04007298	-2.200523	-4.37	-0.3928669	RHOC	ras homolog family member C
211017_s_at	1	0.04020264	-2.198928	-4.37	-1.0022089	NF2	neurofibromin 2
205249_at	1	0.04021764	-2.198744	-4.37	-0.728969	EGR2	early growth response 2
211840_s_at	1	0.04035373	-2.197075	-4.37	-0.710559	PDE4D	phosphodiesterase 4D
216576_x_at	1	0.04037216	2.196849	-4.37	1.4107432	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
215391_at	1	0.04053317	2.194882	-4.37	0.8517591	MAP1A	microtubule associated protein 1A
222108_at	1	0.04057631	-2.194356	-4.37	-0.3742584	AMIGO2	adhesion molecule with Ig like domain 2
203323_at	1	0.04062012	-2.193823	-4.37	-0.7352546	CAV2	caveolin 2
203485_at	1	0.04073016	-2.192485	-4.37	-1.2468322	RTN1	reticulon 1
217556_at	1	0.04076822	-2.192023	-4.37	-1.6517277	CLCN4	chloride voltage-gated channel 4
211295_x_at	1	0.04090747	2.190336	-4.37	0.5000987	CYP2A6	cytochrome P450 family 2 subfamily A member 6
206487_at	1	0.04096118	2.189687	-4.37	1.244935	SUN1	Sad1 and UNC84 domain containing 1
208647_at	1	0.04103027	2.188854	-4.37	0.4606221	FDFT1	farnesyl-diphosphate farnesyltransferase 1
207591_s_at	1	0.0410304	2.188852	-4.37	1.1530148	ARID1A	AT-rich interaction domain 1A
210942_s_at	1	0.04110649	-2.187935	-4.37	-1.2481262	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
